"affiliation_id","reference_doctor_id","facility_id","department","designation","employment_type","status","start_date","end_date","verification_status","source_type"
"AFF-006361","REF-AP-003842","FAC-WB-0192","Department of Nephrology","Junior Resident","VISITING_CONSULTANT","CURRENT","2009-09-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006362","REF-AP-003842","FAC-HR-0325","Department of Gastroenterology","Consultant","FULL_TIME","CURRENT","2013-10-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006363","REF-AP-003842","FAC-DL-0116","Department of Neurology","Associate Consultant","FULL_TIME","ENDED","2001-04-14","2011-02-10","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006364","REF-TG-003843","FAC-DL-0121","Department of Nephrology","Junior Resident","PART_TIME","ENDED","2016-09-08","2023-01-07","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006365","REF-TG-003843","FAC-UP-0263","Department of Oncology","Associate Consultant","PART_TIME","CURRENT","2013-04-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006366","REF-GJ-003844","FAC-GJ-0211","Department of Neurosurgery","Consultant","VISITING_CONSULTANT","CURRENT","2011-02-18","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006367","REF-GJ-003844","FAC-HR-0303","Department of Obstetrics","Medical Officer","CONSULTANT","ENDED","2007-05-24","2013-10-07","PENDING","SYNTHETIC_REFERENCE"
"AFF-006368","REF-TN-003845","FAC-DL-0113","Department of Endocrinology","Head of Department","FULL_TIME","CURRENT","2010-05-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006369","REF-TN-003847","FAC-AP-0152","Department of Pediatrics","Junior Consultant","RESIDENT","CURRENT","2011-08-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006370","REF-KER-003848","FAC-TN-0045","Department of ENT","Senior Resident","CONSULTANT","CURRENT","2014-05-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006371","REF-KER-003848","FAC-MP-0333","Department of Pulmonology","Senior Consultant","RESIDENT","CURRENT","2016-12-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006372","REF-KER-003848","FAC-TN-0028","Department of Radiology","Junior Resident","RESIDENT","ENDED","2001-02-26","2007-01-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006373","REF-MH-003849","FAC-CG-0483","Department of Radiology","Junior Consultant","CONSULTANT","CURRENT","2007-10-28","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006374","REF-MH-003849","FAC-UP-0274","Department of Cardiology","Resident Physician","RESIDENT","ENDED","2002-01-12","2009-12-16","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006375","REF-TN-003850","FAC-RJ-0240","Department of Radiology","Senior Resident","RESIDENT","ENDED","2012-04-09","2019-07-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006376","REF-WB-003851","FAC-WB-0190","Department of Surgery","Junior Resident","CONSULTANT","CURRENT","2019-02-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006377","REF-KA-003852","FAC-HP-0456","Department of Medicine","Medical Officer","PART_TIME","CURRENT","2014-06-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006378","REF-KA-003852","FAC-CG-0489","Department of Endocrinology","Consultant","RESIDENT","CURRENT","2018-02-12","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006379","REF-AP-003854","FAC-MP-0342","Department of Neurology","Senior Resident","RESIDENT","ENDED","2018-05-22","2024-01-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006380","REF-PB-003855","FAC-HP-0469","Department of Pediatrics","Associate Consultant","FULL_TIME","CURRENT","2018-01-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006381","REF-WB-003856","FAC-HP-0473","Department of Surgery","Registrar","FULL_TIME","ENDED","2008-03-29","2011-11-07","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006382","REF-CG-003857","FAC-MP-0333","Department of Psychiatry","Associate Consultant","CONSULTANT","ENDED","2004-01-20","2009-04-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006383","REF-UK-003858","FAC-MP-0334","Department of Anesthesiology","Resident Physician","CONSULTANT","CURRENT","2016-01-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006384","REF-GJ-003859","FAC-PB-0282","Department of Pulmonology","Registrar","PART_TIME","CURRENT","2011-11-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006385","REF-GJ-003859","FAC-DL-0104","Department of Neurosurgery","Medical Officer","FULL_TIME","ENDED","2002-12-19","2012-11-18","PENDING","SYNTHETIC_REFERENCE"
"AFF-006386","REF-TN-003860","FAC-JH-0425","Department of Oncology","Resident Physician","FULL_TIME","ENDED","2001-06-05","2006-09-01","PENDING","SYNTHETIC_REFERENCE"
"AFF-006387","REF-TN-003861","FAC-PB-0288","Department of Anesthesiology","Registrar","CONSULTANT","CURRENT","2011-05-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006388","REF-TN-003861","FAC-AS-0445","Department of Gastroenterology","Senior Consultant","VISITING_CONSULTANT","ENDED","2007-12-28","2011-12-18","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006389","REF-WB-003862","FAC-HR-0303","Department of Orthopedics","Associate Consultant","PART_TIME","CURRENT","2022-04-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006390","REF-WB-003862","FAC-DL-0106","Department of Emergency Medicine","Registrar","FULL_TIME","CURRENT","2007-11-09","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006391","REF-KA-003863","FAC-OD-0367","Department of Anesthesiology","Junior Consultant","RESIDENT","CURRENT","2002-10-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006392","REF-KA-003863","FAC-UP-0263","Department of Obstetrics","Senior Resident","VISITING_CONSULTANT","CURRENT","2022-04-09","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006393","REF-RJ-003864","FAC-RJ-0243","Department of Ophthalmology","Senior Resident","FULL_TIME","CURRENT","2002-04-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006394","REF-RJ-003864","FAC-HP-0473","Department of Cardiology","Head of Department","PART_TIME","ENDED","2003-05-20","2012-07-24","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006395","REF-MH-003865","FAC-HR-0305","Department of Psychiatry","Associate Consultant","CONSULTANT","ENDED","2021-03-18","2026-07-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006396","REF-MH-003865","FAC-AP-0162","Department of ENT","Senior Consultant","RESIDENT","ENDED","2008-12-26","2012-06-23","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006397","REF-BR-003866","FAC-MP-0334","Department of Nephrology","Senior Resident","CONSULTANT","CURRENT","2014-09-06","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006398","REF-KA-003867","FAC-KA-0056","Department of Radiology","Registrar","VISITING_CONSULTANT","CURRENT","2016-03-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006399","REF-RJ-003868","FAC-AP-0172","Department of Pediatrics","Associate Consultant","CONSULTANT","CURRENT","2003-02-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006400","REF-MH-003869","FAC-KA-0051","Department of Neurology","Senior Consultant","VISITING_CONSULTANT","ENDED","2017-04-07","2020-08-22","PENDING","SYNTHETIC_REFERENCE"
"AFF-006401","REF-MH-003869","FAC-WB-0177","Department of Gastroenterology","Consultant","CONSULTANT","CURRENT","2000-08-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006402","REF-WB-003870","FAC-HR-0308","Department of Endocrinology","Associate Consultant","CONSULTANT","ENDED","2002-06-22","2012-05-24","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006403","REF-WB-003870","FAC-KA-0069","Department of Ophthalmology","Resident Physician","RESIDENT","ENDED","2012-12-07","2018-04-19","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006404","REF-TN-003871","FAC-RJ-0241","Department of Cardiology","Junior Resident","PART_TIME","CURRENT","2012-01-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006405","REF-TN-003871","FAC-DL-0109","Department of Neurology","Resident Physician","RESIDENT","ENDED","2016-04-19","2022-05-04","PENDING","SYNTHETIC_REFERENCE"
"AFF-006406","REF-TN-003872","FAC-TN-0026","Department of Pulmonology","Registrar","RESIDENT","CURRENT","2006-04-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006407","REF-TN-003872","FAC-GJ-0211","Department of Dermatology","Resident Physician","RESIDENT","ENDED","2015-08-16","2024-09-30","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006408","REF-TN-003873","FAC-RJ-0239","Department of Neurosurgery","Head of Department","PART_TIME","CURRENT","2006-01-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006409","REF-MH-003874","FAC-UP-0260","Department of Radiology","Junior Consultant","PART_TIME","CURRENT","2014-12-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006410","REF-MH-003874","FAC-PB-0284","Department of Pulmonology","Junior Resident","VISITING_CONSULTANT","ENDED","2008-11-20","2014-10-14","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006411","REF-AP-003875","FAC-OD-0359","Department of Oncology","Associate Consultant","RESIDENT","CURRENT","2006-11-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006412","REF-AP-003875","FAC-AP-0162","Department of Pediatrics","Resident Physician","RESIDENT","CURRENT","2011-01-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006413","REF-PY-003876","FAC-PB-0291","Department of Cardiology","Medical Officer","FULL_TIME","CURRENT","2022-09-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006414","REF-OD-003877","FAC-AS-0450","Department of Anesthesiology","Resident Physician","RESIDENT","CURRENT","2012-05-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006415","REF-RJ-003878","FAC-HR-0322","Department of Endocrinology","Associate Consultant","CONSULTANT","CURRENT","2020-11-19","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006416","REF-RJ-003878","FAC-PB-0282","Department of Pediatrics","Junior Resident","RESIDENT","CURRENT","2006-08-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006417","REF-KER-003879","FAC-AS-0429","Department of Obstetrics","Registrar","CONSULTANT","CURRENT","2016-02-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006418","REF-KER-003879","FAC-MP-0327","Department of Cardiology","Junior Resident","PART_TIME","CURRENT","2007-09-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006419","REF-KER-003879","FAC-CG-0491","Department of Ophthalmology","Registrar","RESIDENT","CURRENT","2018-12-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006420","REF-TN-003880","FAC-AS-0448","Department of Surgery","Resident Physician","PART_TIME","CURRENT","2003-12-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006421","REF-TN-003880","FAC-CG-0493","Department of Orthopedics","Consultant","VISITING_CONSULTANT","ENDED","2014-06-17","2023-04-11","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006422","REF-AP-003881","FAC-RJ-0233","Department of Dermatology","Junior Consultant","FULL_TIME","CURRENT","2008-08-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006423","REF-AP-003881","FAC-AS-0443","Department of Orthopedics","Registrar","FULL_TIME","CURRENT","2013-11-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006424","REF-KA-003882","FAC-HR-0309","Department of Anesthesiology","Medical Officer","PART_TIME","ENDED","2022-08-15","2024-12-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006425","REF-KA-003882","FAC-RJ-0233","Department of Emergency Medicine","Resident Physician","VISITING_CONSULTANT","CURRENT","2022-10-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006426","REF-KA-003882","FAC-GJ-0203","Department of Anesthesiology","Junior Consultant","CONSULTANT","CURRENT","2004-05-09","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006427","REF-DL-003883","FAC-KA-0057","Department of Cardiology","Junior Resident","RESIDENT","CURRENT","2008-05-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006428","REF-KER-003884","FAC-HP-0473","Department of Cardiology","Senior Consultant","FULL_TIME","CURRENT","2008-04-16","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006429","REF-KER-003884","FAC-PB-0276","Department of Emergency Medicine","Associate Consultant","PART_TIME","ENDED","2013-08-30","2017-02-10","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006430","REF-AR-003885","FAC-UP-0252","Department of Endocrinology","Senior Consultant","VISITING_CONSULTANT","CURRENT","2012-01-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006431","REF-AR-003885","FAC-TN-0037","Department of Dermatology","Associate Consultant","PART_TIME","CURRENT","2012-07-27","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006432","REF-WB-003886","FAC-GJ-0206","Department of Emergency Medicine","Junior Consultant","CONSULTANT","CURRENT","2019-03-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006433","REF-KA-003887","FAC-AP-0175","Department of Endocrinology","Junior Resident","FULL_TIME","ENDED","2003-08-09","2007-07-17","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006434","REF-KA-003887","FAC-BR-0392","Department of Nephrology","Consultant","FULL_TIME","ENDED","2017-01-23","2025-09-20","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006435","REF-KER-003888","FAC-PB-0299","Department of Cardiology","Registrar","PART_TIME","CURRENT","2008-10-20","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006436","REF-TG-003889","FAC-HR-0312","Department of Anesthesiology","Junior Consultant","CONSULTANT","CURRENT","2020-07-14","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006437","REF-TG-003889","FAC-GJ-0210","Department of Neurology","Resident Physician","CONSULTANT","CURRENT","2012-02-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006438","REF-TG-003889","FAC-KER-0001","Department of Dermatology","Head of Department","VISITING_CONSULTANT","ENDED","2006-02-24","2015-11-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006439","REF-DL-003890","FAC-TG-0136","Department of Obstetrics","Medical Officer","PART_TIME","ENDED","2010-09-09","2017-09-24","PENDING","SYNTHETIC_REFERENCE"
"AFF-006440","REF-DL-003890","FAC-OD-0373","Department of Neurology","Head of Department","FULL_TIME","ENDED","2009-05-25","2014-07-29","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006441","REF-DL-003890","FAC-BR-0397","Department of Surgery","Consultant","RESIDENT","ENDED","2004-09-13","2011-02-01","PENDING","SYNTHETIC_REFERENCE"
"AFF-006442","REF-UP-003891","FAC-JH-0401","Department of Emergency Medicine","Resident Physician","VISITING_CONSULTANT","ENDED","2011-08-31","2015-04-17","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006443","REF-KER-003892","FAC-KA-0058","Department of Emergency Medicine","Head of Department","FULL_TIME","ENDED","2007-01-07","2016-08-30","PENDING","SYNTHETIC_REFERENCE"
"AFF-006444","REF-KER-003892","FAC-BR-0391","Department of ENT","Registrar","VISITING_CONSULTANT","CURRENT","2002-04-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006445","REF-JK-003893","FAC-AP-0169","Department of Nephrology","Senior Resident","VISITING_CONSULTANT","ENDED","2007-06-27","2013-07-05","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006446","REF-TN-003894","FAC-HR-0309","Department of Neurosurgery","Registrar","PART_TIME","ENDED","2013-10-23","2019-05-31","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006447","REF-WB-003895","FAC-MH-0082","Department of Oncology","Registrar","RESIDENT","CURRENT","2008-05-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006448","REF-WB-003895","FAC-MH-0090","Department of Pediatrics","Senior Consultant","RESIDENT","ENDED","2001-12-17","2010-06-06","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006449","REF-WB-003895","FAC-UP-0263","Department of Neurology","Junior Resident","VISITING_CONSULTANT","CURRENT","2007-12-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006450","REF-MP-003896","FAC-HP-0462","Department of Anesthesiology","Registrar","VISITING_CONSULTANT","CURRENT","2020-02-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006451","REF-MP-003896","FAC-UP-0262","Department of ENT","Medical Officer","RESIDENT","CURRENT","2006-02-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006452","REF-TG-003897","FAC-UP-0266","Department of Pulmonology","Registrar","RESIDENT","CURRENT","2006-09-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006453","REF-TG-003897","FAC-KA-0058","Department of Medicine","Senior Resident","RESIDENT","CURRENT","2022-07-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006454","REF-AP-003898","FAC-AP-0160","Department of Ophthalmology","Junior Consultant","CONSULTANT","ENDED","2002-06-25","2009-02-11","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006455","REF-AP-003898","FAC-WB-0187","Department of Cardiology","Registrar","CONSULTANT","CURRENT","2010-09-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006456","REF-AP-003898","FAC-CG-0485","Department of Orthopedics","Medical Officer","PART_TIME","CURRENT","2004-02-15","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006457","REF-AP-003899","FAC-WB-0199","Department of Pediatrics","Resident Physician","PART_TIME","CURRENT","2004-04-09","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006458","REF-AP-003899","FAC-UP-0259","Department of Oncology","Junior Consultant","FULL_TIME","CURRENT","2015-01-14","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006459","REF-AP-003900","FAC-AS-0443","Department of Pulmonology","Junior Resident","FULL_TIME","CURRENT","2015-01-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006460","REF-AP-003900","FAC-JH-0410","Department of Neurology","Senior Resident","CONSULTANT","CURRENT","2011-08-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006461","REF-TG-003901","FAC-KA-0068","Department of Cardiology","Medical Officer","PART_TIME","CURRENT","2001-01-11","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006462","REF-TG-003901","FAC-GJ-0208","Department of Neurosurgery","Junior Consultant","CONSULTANT","CURRENT","2004-11-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006463","REF-TN-003902","FAC-KER-0003","Department of Pediatrics","Associate Consultant","PART_TIME","ENDED","2022-02-01","2029-02-08","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006464","REF-TN-003902","FAC-TG-0136","Department of Ophthalmology","Senior Consultant","VISITING_CONSULTANT","ENDED","2015-11-07","2018-03-18","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006465","REF-DL-003903","FAC-KA-0068","Department of Radiology","Registrar","VISITING_CONSULTANT","ENDED","2017-05-29","2023-02-02","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006466","REF-DL-003903","FAC-MP-0333","Department of Neurosurgery","Associate Consultant","VISITING_CONSULTANT","CURRENT","2022-08-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006467","REF-TN-003904","FAC-PB-0290","Department of Endocrinology","Head of Department","PART_TIME","ENDED","2015-08-24","2024-11-06","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006468","REF-DL-003905","FAC-DL-0119","Department of Obstetrics","Registrar","FULL_TIME","CURRENT","2010-04-29","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006469","REF-KA-003907","FAC-JH-0419","Department of Orthopedics","Head of Department","RESIDENT","CURRENT","2003-12-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006470","REF-WB-003908","FAC-AP-0154","Department of Neurosurgery","Associate Consultant","FULL_TIME","CURRENT","2022-10-03","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006471","REF-DL-003909","FAC-KA-0062","Department of Obstetrics","Junior Resident","VISITING_CONSULTANT","ENDED","2014-06-05","2018-08-14","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006472","REF-TN-003910","FAC-HP-0453","Department of Gastroenterology","Junior Resident","CONSULTANT","ENDED","2014-03-18","2017-11-17","PENDING","SYNTHETIC_REFERENCE"
"AFF-006473","REF-TN-003910","FAC-JH-0412","Department of Neurology","Registrar","CONSULTANT","CURRENT","2020-09-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006474","REF-WB-003911","FAC-KER-0014","Department of Neurology","Head of Department","VISITING_CONSULTANT","CURRENT","2010-05-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006475","REF-AP-003912","FAC-AS-0442","Department of Obstetrics","Associate Consultant","CONSULTANT","CURRENT","2019-01-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006476","REF-AP-003912","FAC-MH-0085","Department of Radiology","Head of Department","VISITING_CONSULTANT","CURRENT","2003-01-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006477","REF-KA-003913","FAC-BR-0377","Department of Psychiatry","Medical Officer","CONSULTANT","CURRENT","2017-08-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006478","REF-HP-003914","FAC-MH-0080","Department of Pediatrics","Consultant","FULL_TIME","CURRENT","2000-02-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006479","REF-HP-003914","FAC-BR-0395","Department of Neurology","Head of Department","PART_TIME","ENDED","2012-07-22","2013-07-02","PENDING","SYNTHETIC_REFERENCE"
"AFF-006480","REF-GJ-003915","FAC-KER-0017","Department of Orthopedics","Consultant","CONSULTANT","CURRENT","2021-02-16","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006481","REF-GJ-003915","FAC-KA-0060","Department of Surgery","Consultant","RESIDENT","CURRENT","2011-05-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006482","REF-GJ-003915","FAC-KER-0022","Department of Radiology","Associate Consultant","RESIDENT","CURRENT","2005-01-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006483","REF-WB-003916","FAC-HR-0314","Department of Neurosurgery","Head of Department","PART_TIME","ENDED","2015-10-30","2023-09-23","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006484","REF-WB-003916","FAC-AP-0172","Department of Emergency Medicine","Associate Consultant","VISITING_CONSULTANT","CURRENT","2008-01-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006485","REF-WB-003916","FAC-UP-0253","Department of Surgery","Junior Consultant","PART_TIME","CURRENT","2007-11-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006486","REF-MH-003917","FAC-JH-0420","Department of Psychiatry","Medical Officer","FULL_TIME","ENDED","2015-03-28","2024-03-09","PENDING","SYNTHETIC_REFERENCE"
"AFF-006487","REF-AP-003918","FAC-CG-0499","Department of Pulmonology","Consultant","FULL_TIME","CURRENT","2016-11-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006488","REF-DL-003919","FAC-KA-0067","Department of Psychiatry","Junior Resident","FULL_TIME","CURRENT","2007-11-27","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006489","REF-RJ-003920","FAC-AS-0446","Department of Oncology","Head of Department","PART_TIME","CURRENT","2009-11-25","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006490","REF-OD-003921","FAC-MH-0090","Department of Radiology","Resident Physician","VISITING_CONSULTANT","ENDED","2015-07-27","2018-05-05","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006491","REF-OD-003921","FAC-UP-0256","Department of Radiology","Junior Resident","PART_TIME","CURRENT","2003-08-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006492","REF-RJ-003922","FAC-OD-0354","Department of Endocrinology","Junior Resident","VISITING_CONSULTANT","ENDED","2003-12-10","2010-12-08","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006493","REF-RJ-003922","FAC-CG-0476","Department of Orthopedics","Consultant","FULL_TIME","CURRENT","2013-10-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006494","REF-AP-003923","FAC-KA-0059","Department of Ophthalmology","Consultant","CONSULTANT","CURRENT","2008-06-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006495","REF-TG-003924","FAC-WB-0194","Department of Anesthesiology","Medical Officer","FULL_TIME","CURRENT","2008-07-15","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006496","REF-TG-003924","FAC-MH-0080","Department of Anesthesiology","Resident Physician","PART_TIME","CURRENT","2008-10-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006497","REF-TG-003924","FAC-MP-0333","Department of Gastroenterology","Associate Consultant","CONSULTANT","CURRENT","2016-07-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006498","REF-GJ-003925","FAC-AS-0434","Department of Pediatrics","Consultant","RESIDENT","CURRENT","2000-08-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006499","REF-GJ-003925","FAC-AP-0166","Department of Dermatology","Head of Department","PART_TIME","ENDED","2016-04-29","2022-08-06","PENDING","SYNTHETIC_REFERENCE"
"AFF-006500","REF-GJ-003925","FAC-UP-0269","Department of Pulmonology","Head of Department","PART_TIME","CURRENT","2006-08-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006501","REF-UP-003926","FAC-MP-0337","Department of Anesthesiology","Junior Resident","PART_TIME","CURRENT","2000-03-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006502","REF-KER-003927","FAC-KA-0058","Department of Orthopedics","Head of Department","VISITING_CONSULTANT","CURRENT","2001-12-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006503","REF-KA-003928","FAC-KA-0071","Department of Obstetrics","Head of Department","VISITING_CONSULTANT","CURRENT","2007-08-15","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006504","REF-KA-003928","FAC-AP-0169","Department of Obstetrics","Head of Department","CONSULTANT","CURRENT","2001-06-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006505","REF-KA-003929","FAC-AP-0170","Department of Gastroenterology","Senior Resident","PART_TIME","ENDED","2000-10-25","2005-02-25","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006506","REF-RJ-003931","FAC-WB-0191","Department of Pediatrics","Resident Physician","PART_TIME","CURRENT","2016-04-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006507","REF-KER-003932","FAC-TN-0031","Department of Endocrinology","Junior Resident","PART_TIME","CURRENT","2010-11-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006508","REF-KA-003933","FAC-OD-0372","Department of Endocrinology","Senior Resident","VISITING_CONSULTANT","ENDED","2012-03-04","2012-09-28","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006509","REF-UK-003934","FAC-TG-0131","Department of Orthopedics","Registrar","RESIDENT","CURRENT","2003-01-06","","PENDING","SYNTHETIC_REFERENCE"
"AFF-006510","REF-KA-003935","FAC-UP-0263","Department of Anesthesiology","Head of Department","PART_TIME","CURRENT","2020-04-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006511","REF-KA-003935","FAC-MP-0350","Department of Dermatology","Senior Consultant","RESIDENT","ENDED","2018-05-25","2022-12-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-006512","REF-DL-003936","FAC-DL-0103","Department of Gastroenterology","Senior Resident","RESIDENT","ENDED","2013-06-23","2021-06-08","VERIFIED","SYNTHETIC_REFERENCE"
